BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63001565,Nettleham,,,E12000004,East Midlands,Whole,1435
E63001566,Batham Gate,,,E12000004,East Midlands,Whole,1436
E63001567,Plumley,,,E12000002,North West,Whole,1437
E63001568,Barnton,,,E12000002,North West,Whole,1438
E63001569,Wincham and Marston,,,E12000002,North West,Whole,1439
E63001570,Acton Bridge,,,E12000002,North West,Whole,1440
E63001571,East Drayton,,,E12000004,East Midlands,Whole,1441
E63001572,Chelford,,,E12000002,North West,Whole,1442
E63001573,Lostock Gralam,,,E12000002,North West,Whole,1443
E63001574,Helsby,,,E12000002,North West,Whole,1444
E63001575,Over Peover,,,E12000002,North West,Whole,1445
E63001576,Calver,,,E12000004,East Midlands,Whole,1446
E63001577,Woodthorpe,,,E12000004,East Midlands,Whole,1447
E63001578,Burton-by-Lincoln,,,E12000004,East Midlands,Whole,1448
E63001579,Burton (Cheshire West and Chester),,,E12000002,North West,Whole,1449
E63001580,Kingsley (Cheshire West and Chester),,,E12000002,North West,Whole,1450
E63001291,Litherland,,,E12000002,North West,Whole,1451
E63001292,Wentworth (Rotherham),,,E12000003,Yorkshire and The Humber,Whole,1452
E63001293,Deepcar,,,E12000003,Yorkshire and The Humber,Whole,1453
E63001294,Golborne,,,E12000002,North West,Whole,1454
E63001295,Manchester,,,E12000002,North West,Whole,1455
E63001296,Glazebury,,,E12000002,North West,Whole,1456
E63001297,Dukinfield,,,E12000002,North West,Whole,1457
E63001298,New Rossington and Rossington,,,E12000003,Yorkshire and The Humber,Whole,1458
E63001299,Audenshaw,,,E12000002,North West,Whole,1459
E63001300,Fulstow,,,E12000004,East Midlands,Whole,1460
E63001301,Haydock,,,E12000002,North West,Whole,1461
E63001302,Wadworth,,,E12000003,Yorkshire and The Humber,Whole,1462
E63001303,North Somercotes,,,E12000004,East Midlands,Whole,1463
E63001304,Grainthorpe,,,E12000004,East Midlands,Whole,1464
E63001305,Old Trafford,,,E12000002,North West,Whole,1465
E63001306,Chapeltown and High Green,,,E12000003,Yorkshire and The Humber,Whole,1466
E63001307,Rawmarsh,,,E12000003,Yorkshire and The Humber,Whole,1467
E63001308,Padfield,,,E12000004,East Midlands,Whole,1468
E63001309,Waddingham,,,E12000004,East Midlands,Whole,1469
E63001310,Bootle (Sefton),,,E12000002,North West,Whole,1470
E63001311,Thorpe Hesley,,,E12000003,Yorkshire and The Humber,Whole,1471
E63001312,Fowley Common,,,E12000002,North West,Whole,1472
E63001313,Hadfield,,,E12000002,North West,Part,1473
E63001313,Hadfield,,,E12000004,East Midlands,Part,1474
E63001314,Culcheth,,,E12000002,North West,Whole,1475
E63001315,Brookenby,,,E12000004,East Midlands,Whole,1476
E63001316,Ludborough,,,E12000004,East Midlands,Whole,1477
E63001317,Knowsley,,,E12000002,North West,Whole,1478
E63001318,Newton-le-Willows,,,E12000002,North West,Whole,1479
E63001319,Greasbrough,,,E12000003,Yorkshire and The Humber,Whole,1480
E63001320,Hyde (Tameside),,,E12000002,North West,Whole,1481
E63001321,Urmston,,,E12000002,North West,Whole,1482
E63001322,Misson,,,E12000004,East Midlands,Whole,1483
E63001323,Denton (Tameside),,,E12000002,North West,Whole,1484
E63001324,Thrybergh and Dalton,,,E12000003,Yorkshire and The Humber,Whole,1485
E63001325,St Helens (St. Helens),,,E12000002,North West,Whole,1486
E63001326,Stretford,,,E12000002,North West,Whole,1487
E63001327,Blyton,,,E12000004,East Midlands,Whole,1488
E63001328,Hattersley,,,E12000002,North West,Whole,1489
E63001329,Braithwell,,,E12000003,Yorkshire and The Humber,Whole,1490
E63001330,Gamesley,,,E12000004,East Midlands,Whole,1491
E63001331,Austerfield,,,E12000003,Yorkshire and The Humber,Whole,1492
E63001332,Misterton (Bassetlaw),,,E12000004,East Midlands,Whole,1493
E63001333,Covenham St Mary,,,E12000004,East Midlands,Whole,1494
E63001334,Irlam,,,E12000002,North West,Whole,1495
E63001335,Wharncliffe Side,,,E12000003,Yorkshire and The Humber,Whole,1496
E63001336,Ecclesfield and Grenoside,,,E12000003,Yorkshire and The Humber,Whole,1497
E63001337,Glossop,,,E12000004,East Midlands,Whole,1498
E63001338,Stainton (Doncaster),,,E12000003,Yorkshire and The Humber,Whole,1499
E63001339,Reddish,,,E12000002,North West,Whole,1500
E63001434,Swallownest and Aston,,,E12000003,Yorkshire and The Humber,Whole,1501
E63001435,Bramhall,,,E12000002,North West,Whole,1502
E63001436,Caldy,,,E12000002,North West,Whole,1503
E63001437,Mablethorpe,,,E12000004,East Midlands,Whole,1504
E63001438,North Anston,,,E12000003,Yorkshire and The Humber,Whole,1505
E63001439,Carlton in Lindrick,,,E12000004,East Midlands,Whole,1506
E63001440,Hale (Trafford),,,E12000002,North West,Whole,1507
E63001441,Faldingworth,,,E12000004,East Midlands,Whole,1508
E63001442,Sutton cum Lound,,,E12000004,East Midlands,Whole,1509
E63001443,Barnby Moor,,,E12000004,East Midlands,Whole,1510
E63001444,Disley,,,E12000002,North West,Whole,1511
E63001445,Legbourne,,,E12000004,East Midlands,Whole,1512
E63001446,Willingham by Stow,,,E12000004,East Midlands,Whole,1513
E63001447,Todwick,,,E12000003,Yorkshire and The Humber,Whole,1514
E63001448,Moore,,,E12000002,North West,Whole,1515
E63001449,Sturton le Steeple,,,E12000004,East Midlands,Whole,1516
E63001450,Hale Bank,,,E12000002,North West,Whole,1517
E63001451,Barnston (Wirral),,,E12000002,North West,Whole,1518
E63001452,High Legh,,,E12000002,North West,Whole,1519
E63001453,Clarborough,,,E12000004,East Midlands,Whole,1520
E63001454,Appleton Thorn,,,E12000002,North West,Whole,1521
E63001455,Hope (High Peak),,,E12000004,East Midlands,Whole,1522
E63001456,Styal,,,E12000002,North West,Whole,1523
E63001457,Furness Vale,,,E12000004,East Midlands,Whole,1524
E63001458,South Anston,,,E12000003,Yorkshire and The Humber,Whole,1525
E63001459,Higher Poynton,,,E12000002,North West,Whole,1526
E63001460,Poynton,,,E12000002,North West,Whole,1527
E63001461,Ingham (West Lindsey),,,E12000004,East Midlands,Whole,1528
E63001462,Woodsetts,,,E12000003,Yorkshire and The Humber,Whole,1529
E63001463,Bamford,,,E12000004,East Midlands,Whole,1530
E63001464,Bebington,,,E12000002,North West,Whole,1531
E63001465,Castleton (High Peak),,,E12000004,East Midlands,Whole,1532
E63001466,Kiveton Park,,,E12000003,Yorkshire and The Humber,Whole,1533
E63001467,Bucklow Hill,,,E12000002,North West,Whole,1534
E63001468,Heswall,,,E12000002,North West,Whole,1535
E63001469,Woodford (Stockport),,,E12000002,North West,Whole,1536
E63001470,Chinley,,,E12000004,East Midlands,Whole,1537
E63001471,Hale (Halton),,,E12000002,North West,Whole,1538
E63001472,Withern,,,E12000004,East Midlands,Whole,1539
E63001473,Carlton Forest,,,E12000004,East Midlands,Whole,1540
E63001474,Daresbury,,,E12000002,North West,Whole,1541
E63001475,Bradwell (Derbyshire Dales),,,E12000004,East Midlands,Whole,1542
E63001476,Highlane,,,E12000003,Yorkshire and The Humber,Part,1543
E63001476,Highlane,,,E12000004,East Midlands,Part,1544
E63001477,North Leverton with Habblesthorpe,,,E12000004,East Midlands,Whole,1545
E63001478,Maltby le Marsh,,,E12000004,East Midlands,Whole,1546
E63001479,Stow (West Lindsey),,,E12000004,East Midlands,Whole,1547
E63001480,Marton (West Lindsey),,,E12000004,East Midlands,Whole,1548
E63001481,Runcorn,,,E12000002,North West,Whole,1549
E63001482,Dean Row,,,E12000002,North West,Whole,1550
E63001340,Binbrook,,,E12000004,East Midlands,Whole,1551
E63001341,Saltfleet,,,E12000004,East Midlands,Whole,1552
E63001342,Broadbottom,,,E12000002,North West,Part,1553
E63001342,Broadbottom,,,E12000004,East Midlands,Part,1554
E63001343,Bawtry,,,E12000003,Yorkshire and The Humber,Part,1555
E63001343,Bawtry,,,E12000004,East Midlands,Part,1556
E63001344,Croft (Warrington),,,E12000002,North West,Whole,1557
E63001345,Utterby,,,E12000004,East Midlands,Whole,1558
E63001346,Tickhill,,,E12000003,Yorkshire and The Humber,Whole,1559
E63001347,Oughtibridge,,,E12000003,Yorkshire and The Humber,Whole,1560
E63001348,Willoughton,,,E12000004,East Midlands,Whole,1561
E63001349,Burtonwood,,,E12000002,North West,Whole,1562
E63001350,Rotherham,,,E12000003,Yorkshire and The Humber,Whole,1563
E63001351,Charlesworth,,,E12000004,East Midlands,Whole,1564
E63001352,Winwick,,,E12000002,North West,Whole,1565
E63001353,Carrington,,,E12000002,North West,Whole,1566
E63001354,Osgodby (West Lindsey),,,E12000004,East Midlands,Whole,1567
E63001355,Walkeringham,,,E12000004,East Midlands,Whole,1568
E63001356,Hellaby,,,E12000003,Yorkshire and The Humber,Whole,1569
E63001357,Wickersley and Bramley,,,E12000003,Yorkshire and The Humber,Whole,1570
E63001358,Maltby,,,E12000003,Yorkshire and The Humber,Whole,1571
E63001359,Worrall,,,E12000003,Yorkshire and The Humber,Whole,1572
E63001360,Bredbury and Woodley,,,E12000002,North West,Whole,1573
E63001361,Harworth and Bircotes,,,E12000003,Yorkshire and The Humber,Part,1574
E63001361,Harworth and Bircotes,,,E12000004,East Midlands,Part,1575
E63001362,Wallasey,,,E12000002,North West,Whole,1576
E63001363,Sale,,,E12000002,North West,Whole,1577
E63001364,Partington,,,E12000002,North West,Whole,1578
E63001365,Prescot,,,E12000002,North West,Whole,1579
E63001366,Corringham,,,E12000004,East Midlands,Whole,1580
E63001367,Huyton with Roby,,,E12000002,North West,Whole,1581
E63001368,Alvingham,,,E12000004,East Midlands,Whole,1582
E63001369,Everton (Bassetlaw),,,E12000004,East Midlands,Whole,1583
E63001370,Romiley,,,E12000002,North West,Whole,1584
E63001371,Hemswell,,,E12000004,East Midlands,Whole,1585
E63001372,Hollinfare,,,E12000002,North West,Whole,1586
E63001373,Gringley on the Hill,,,E12000004,East Midlands,Whole,1587
E63001374,Liverpool,,,E12000002,North West,Whole,1588
E63001375,Scrooby,,,E12000004,East Midlands,Whole,1589
E63001376,Harworth,,,E12000004,East Midlands,Whole,1590
E63001377,Tealby,,,E12000004,East Midlands,Whole,1591
E63001378,Stockport,,,E12000002,North West,Whole,1592
E63001379,Whiston,,,E12000003,Yorkshire and The Humber,Whole,1593
E63001380,Glentham,,,E12000004,East Midlands,Whole,1594
E63001381,Hemswell Cliff,,,E12000004,East Midlands,Whole,1595
E63001382,Beckingham,,,E12000004,East Midlands,Whole,1596
E63001383,Meols,,,E12000002,North West,Whole,1597
E63001384,Gainsborough,,,E12000004,East Midlands,Whole,1598
E63001385,Brinsworth,,,E12000003,Yorkshire and The Humber,Whole,1599
E63001386,Marple Bridge,,,E12000002,North West,Whole,1600
E63001581,Tunstead,,,E12000004,East Midlands,Whole,1601
E63001582,Tetford,,,E12000004,East Midlands,Whole,1602
E63001583,Creswell,,,E12000004,East Midlands,Whole,1603
E63001584,Newton on Trent,,,E12000004,East Midlands,Whole,1604
E63001585,Mumby,,,E12000004,East Midlands,Whole,1605
E63001586,Capenhurst,,,E12000002,North West,Whole,1606
E63001587,Lower Peover,,,E12000002,North West,Whole,1607
E63001588,Staveley (Chesterfield),,,E12000004,East Midlands,Whole,1608
E63001589,Weaverham,,,E12000002,North West,Whole,1609
E63001590,Markham Moor,,,E12000004,East Midlands,Whole,1610
E63001591,Macclesfield,,,E12000002,North West,Whole,1611
E63001592,Northwich,,,E12000002,North West,Whole,1612
E63001593,Reepham (West Lindsey),,,E12000004,East Midlands,Whole,1613
E63001594,North Greetwell,,,E12000004,East Midlands,Whole,1614
E63001595,Cutthorpe,,,E12000004,East Midlands,Whole,1615
E63001596,Brimington,,,E12000004,East Midlands,Whole,1616
E63001597,Burton Waters,,,E12000004,East Midlands,Whole,1617
E63001598,East Markham,,,E12000004,East Midlands,Whole,1618
E63001599,Buxton (High Peak),,,E12000004,East Midlands,Whole,1619
E63001631,Langwith,,,E12000004,East Midlands,Whole,1620
E63001878,Cranwell,,,E12000004,East Midlands,Whole,1621
E63001600,Rudheath,,,E12000002,North West,Whole,1622
E63001601,Shuttlewood,,,E12000004,East Midlands,Whole,1623
E63001602,Dunham-on-the-Hill,,,E12000002,North West,Whole,1624
E63001603,Baslow,,,E12000004,East Midlands,Whole,1625
E63001604,Norley,,,E12000002,North West,Whole,1626
E63001605,Cherry Willingham,,,E12000004,East Midlands,Whole,1627
E63001606,Hogsthorpe,,,E12000004,East Midlands,Whole,1628
E63001607,Hartford,,,E12000002,North West,Whole,1629
E63001608,Chapel St Leonards,,,E12000004,East Midlands,Whole,1630
E63001609,Duckmanton,,,E12000004,East Midlands,Whole,1631
E63001610,Lach Dennis,,,E12000002,North West,Whole,1632
E63001611,Fiskerton (West Lindsey),,,E12000004,East Midlands,Whole,1633
E63001612,Markham Vale,,,E12000004,East Midlands,Whole,1634
E63001613,Willoughby (East Lindsey),,,E12000004,East Midlands,Whole,1635
E63001614,Skellingthorpe,,,E12000004,East Midlands,Whole,1636
E63001615,Great Longstone,,,E12000004,East Midlands,Whole,1637
E63001616,Chesterfield,,,E12000004,East Midlands,Whole,1638
E63001617,Langley (Cheshire East),,,E12000002,North West,Whole,1639
E63001618,Cuddington (Cheshire West and Chester),,,E12000002,North West,Whole,1640
E63001619,Mouldsworth,,,E12000002,North West,Whole,1641
E63001620,Withington Green,,,E12000002,North West,Whole,1642
E63001621,Sutton Lane Ends,,,E12000002,North West,Whole,1643
E63001622,Davenham,,,E12000002,North West,Whole,1644
E63001623,Allostock,,,E12000002,North West,Whole,1645
E63001624,Bardney,,,E12000004,East Midlands,Whole,1646
E63001625,Taddington,,,E12000004,East Midlands,Whole,1647
E63001626,Tuxford,,,E12000004,East Midlands,Whole,1648
E63001627,High Marnham,,,E12000004,East Midlands,Whole,1649
E63001628,Mollington (Cheshire West and Chester),,,E12000002,North West,Whole,1650
E63001629,Bolsover,,,E12000004,East Midlands,Whole,1651
E63001630,Walesby,,,E12000004,East Midlands,Whole,1652
E63001632,Harpur Hill,,,E12000004,East Midlands,Whole,1653
E63001633,Gawsworth,,,E12000002,North West,Whole,1654
E63001634,Byley,,,E12000002,North West,Whole,1655
E63001635,South Clifton,,,E12000004,East Midlands,Whole,1656
E63001636,Rudheath Woods,,,E12000002,North West,Whole,1657
E63001637,Moston,,,E12000002,North West,Whole,1658
E63001638,Meden Vale,,,E12000004,East Midlands,Whole,1659
E63001639,Saughall,,,E12000002,North West,Whole,1660
E63001640,Goostrey,,,E12000002,North West,Whole,1661
E63001641,Washingborough and Heighington,,,E12000004,East Midlands,Whole,1662
E63001642,Horncastle,,,E12000004,East Midlands,Whole,1663
E63001643,Mickle Trafford,,,E12000002,North West,Whole,1664
E63001644,Canwick,,,E12000004,East Midlands,Whole,1665
E63001645,Hagworthingham,,,E12000004,East Midlands,Whole,1666
E63001646,Whitegate,,,E12000002,North West,Whole,1667
E63001647,Ashton Hayes,,,E12000002,North West,Whole,1668
E63001648,Delamere,,,E12000002,North West,Whole,1669
E63001649,Holymoorside,,,E12000004,East Midlands,Whole,1670
E63001650,Lincoln,,,E12000004,East Midlands,Whole,1671
E63001651,Church Warsop,,,E12000004,East Midlands,Whole,1672
E63001781,Tattershall,,,E12000004,East Midlands,Whole,1673
E63001652,Egmanton,,,E12000004,East Midlands,Whole,1674
E63001653,Normanton on Trent,,,E12000004,East Midlands,Whole,1675
E63001654,Scarcliffe,,,E12000004,East Midlands,Whole,1676
E63001731,Metheringham,,,E12000004,East Midlands,Whole,1677
E63001782,Harlow Wood,,,E12000004,East Midlands,Whole,1678
E63001655,Kirton (Newark and Sherwood),,,E12000004,East Midlands,Whole,1679
E63001681,Edwinstowe,,,E12000004,East Midlands,Whole,1680
E63001879,Wybunbury,,,E12000002,North West,Whole,1681
E63001732,Norwell,,,E12000004,East Midlands,Whole,1682
E63001656,Ingoldmells,,,E12000004,East Midlands,Whole,1683
E63001880,Calverton,,,E12000004,East Midlands,Whole,1684
E63001733,Tibshelf,,,E12000004,East Midlands,Whole,1685
E63001657,Great Barrow,,,E12000002,North West,Whole,1686
E63001682,Spilsby,,,E12000004,East Midlands,Whole,1687
E63001783,"Harriseahead, Mow Cop and Newchapel",,,E12000002,North West,Part,1688
E63001658,Bakewell,,,E12000004,East Midlands,Whole,1689
E63001783,"Harriseahead, Mow Cop and Newchapel",,,E12000005,West Midlands,Part,1690
E63001683,Rowsley,,,E12000004,East Midlands,Whole,1691
E63001659,Kelsall,,,E12000002,North West,Whole,1692
E63001881,South Kyme,,,E12000004,East Midlands,Whole,1693
E63001784,Ashby de la Launde,,,E12000004,East Midlands,Whole,1694
E63001684,Glapwell,,,E12000004,East Midlands,Whole,1695
E63001734,Mareham le Fen,,,E12000004,East Midlands,Whole,1696
E63001660,Guilden Sutton,,,E12000002,North West,Whole,1697
E63001882,Ripley (Amber Valley),,,E12000004,East Midlands,Whole,1698
E63001785,Cromford,,,E12000004,East Midlands,Whole,1699
E63001685,Winsford,,,E12000002,North West,Whole,1700
E63001735,Elworth,,,E12000002,North West,Whole,1701
E63001661,Cranage,,,E12000002,North West,Whole,1702
E63001883,Bleasby,,,E12000004,East Midlands,Whole,1703
E63001786,Farnsfield,,,E12000004,East Midlands,Whole,1704
E63001686,North Wingfield and Holmewood,,,E12000004,East Midlands,Whole,1705
E63001736,Dodleston,,,E12000002,North West,Whole,1706
E63001662,New Ollerton and Ollerton,,,E12000004,East Midlands,Whole,1707
E63001884,Wetley Rocks,,,E12000005,West Midlands,Whole,1708
E63001787,Walcott (North Kesteven),,,E12000004,East Midlands,Whole,1709
E63001687,Sutton on Trent,,,E12000004,East Midlands,Whole,1710
E63001737,Stanton Hill and Skegby,,,E12000004,East Midlands,Whole,1711
E63001738,Sandbach,,,E12000002,North West,Whole,1712
E63001739,Matlock,,,E12000004,East Midlands,Whole,1713
E63001740,Mansfield,,,E12000004,East Midlands,Whole,1714
E63001741,Bilsthorpe,,,E12000004,East Midlands,Whole,1715
E63001742,Coleby,,,E12000004,East Midlands,Whole,1716
E63001743,Winster,,,E12000004,East Midlands,Whole,1717
E63001744,Hartington,,,E12000004,East Midlands,Whole,1718
E63001745,Mickley,,,E12000004,East Midlands,Whole,1719
E63001746,Morton (North East Derbyshire),,,E12000004,East Midlands,Whole,1720
E63001747,Caunton,,,E12000004,East Midlands,Whole,1721
E63001748,Martin (North Kesteven),,,E12000004,East Midlands,Whole,1722
E63001749,Stickford,,,E12000004,East Midlands,Whole,1723
E63001750,Bassingham,,,E12000004,East Midlands,Whole,1724
E63001751,Tansley,,,E12000004,East Midlands,Whole,1725
E63001752,North Muskham,,,E12000004,East Midlands,Whole,1726
E63001753,Alpraham,,,E12000002,North West,Whole,1727
E63001754,Sutton in Ashfield,,,E12000004,East Midlands,Whole,1728
E63001755,Wheelock,,,E12000002,North West,Whole,1729
E63001756,Wainfleet All Saints,,,E12000004,East Midlands,Whole,1730
E63001757,Huthwaite,,,E12000004,East Midlands,Whole,1731
E63001758,Shirland and Stonebroom,,,E12000004,East Midlands,Whole,1732
E63001759,Tattenhall,,,E12000002,North West,Whole,1733
E63001760,Rainworth,,,E12000004,East Midlands,Whole,1734
E63001761,Newton and Blackwell,,,E12000004,East Midlands,Whole,1735
E63001762,Timberland,,,E12000004,East Midlands,Whole,1736
E63001763,Wainfleet St Mary,,,E12000004,East Midlands,Whole,1737
E63001764,Biddulph Moor,,,E12000005,West Midlands,Whole,1738
E63001765,Matlock Bath,,,E12000004,East Midlands,Whole,1739
E63001766,Bonsall,,,E12000004,East Midlands,Whole,1740
E63001767,Rudyard,,,E12000005,West Midlands,Whole,1741
E63001768,Scopwick,,,E12000004,East Midlands,Whole,1742
E63001769,Carlton-le-Moorland,,,E12000004,East Midlands,Whole,1743
E63001770,Bunbury,,,E12000002,North West,Whole,1744
E63001771,Wessington,,,E12000004,East Midlands,Whole,1745
E63001772,The Bank,,,E12000002,North West,Whole,1746
E63001773,Navenby,,,E12000004,East Midlands,Whole,1747
E63001774,Wardle (Cheshire East),,,E12000002,North West,Whole,1748
E63001775,Rode Heath,,,E12000002,North West,Whole,1749
